id,nombre_cientifico,categoria,categoria2,grupo,clasificacion_FAO,cultivo,origen_et,origen,vulnerabilidad_et,vulnerabilidad,imp_economica_org,imp_economica_org_et,seg_alimentaria_org,seg_alimentaria_org_et,incertidumbre,incertidumbre_et,imp_economica,imp_economica_et,pool_imp_economica,seg_alimentaria,seg_alimentaria_et,pool_imp_sa,int_banco,int_banco_et,un_catalogo,un_estado_conservacion,est_conservacion_BGRL,vulnerabilidad,un_origen,un_habito,un_region_biogeografica,un_elevacion_msnm,un_departamentos,origen_x_regiones,tipo_origen,fuente_lista,clasificacion_FAO,ciclocultivo,int_economico_colombia,accesiones,sistema_conservacion,existe_banco,especies_cercanas_genoma,seguridad_alimentaria,accion_prioritaria,costo,catalogo_plantas_colombia,plan_nacional_sa,reg_mincultura,nombre_comun,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,promedio_p,AC1,AC2,AC3,AC4,AC5,AC6,AC7,AC8,AC9,AC10,AC11,prom_ac,VP1,VP2,VP3,VP4,VP5,VP6,VP7,VP8,VP9,VP10,prom_vp,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,rendimiento,valor_produccion_h,porc_municipios,exportaciones_cneta,Valor_FOB _Exportaciones(COP),Valor_FOB_Exportaciones(COP-kg),Importaciones_Cantidad neta (t),Valor_FOB_Importaciones(COP),Valor_CIF_Importaciones(COP),Valor_FOB_Importaciones(COP-kg),Valor_CIF_Importaciones_(COP-kg),Grado_de_suficiencia,proxy_Consumo_aparente_Nacional,Indicador_de_generación_de_divisas(Exportaciones-Producción),Porcentaje_valor_FOB_exportaciones_totales,Porcentaje_valor_CIF_de_Importaciones,indice_lafay,calcio_precio,hierro_precio,pesos-Sodio promedio,pesos-Fósforo promedio,pesos-Yodo promedio,pesos-Flúor promedio,zinc_precio,pesos-Manganeso promedio,pesos-Magnesio promedio,pesos-Potasio promedio,energia_precio,pesos-Energía (kj),pesos-Humedad promedio,pesos-Proteína promedio,pesos-Lípidos promedio,pesos-Cenizas promedio,pesos-Fibra dietaria promedio,Consumo_alimentos,Aporte promedio diario de Calcio (mg/día),Aporte promedio diario de Hierro (mg/día),Aporte promedio diario de Zinc (mg/día),Aporte promedio diario de Energía (kcal/día),Calcio,TipoCalcio,Zinc,TipoZinc,Hierro,TipoHierro,Energia,TipoEnerg
12,Prunus avium,ICBF,NCB,Frutales,Fruits and nuts,NA,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,NA,NA,NA,NA,NA,NA,Southeast Europe,Introducida,ICBF,Fruits and nuts,Permanente,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Vitis vinifera,EVA's (MADR) List,NCB,Frutales,Fruits and nuts,NA,Distant,20,MinorConcern,35,36.55,Low,37.5,Low,60,Media,36.55,Low,No,37.5,Low,No,29.12,Low,Yes,Not Evaluated,Least concern,NA,Cultivated,Trepadora,"Andes,Valle del Cauca,Valle del Magdalena",450 - 2100,"Boyacá,Cundinamarca,Quindío,Valle",East Asia,Introducida,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,UVA,35903.6,39510.1,38115.3,37375.8,24148.5,25030.8,25631.1,24518.6,26885.2,30156.8,33136.2,30946.54545,2379.4,2573.5,2572.45,2573.55,2251.81,2236.46,2253.9,2175.2,2245.3,2500.4,2626.4,2398.942727,24.1063,27.7239,26.3442,31.0525,22.3953,22.7115,22.3448,21.1565,16.5798,15.2102,22.9625,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.90007681,50555401,4.50E-02,63.14,320542849,5076.66,20880.65,1.23E+11,1.29E+11,5875.66,6200.2,0.613,53953.71,2.00E-03,0,1.76E-02,0.61,55.98571427,NA,43.54444443,NA,NA,NA,NA,NA,NA,NA,9.330952378,2.214124293,4.494266053,979.7499996,NA,1306.333333,NA,135,9.45,0,0,56.7,1.58E-02,T1,NA,NA,NA,NA,4.73E-02,T1
15,Anacardium occidentale,BGV List,BGVCOL,Frutales,Fruits and nuts,Marañon,Local,70,NotEvaluated,0,30,Low,30,Low,90,Alta,30,Low,No,30,Low,No,55,Medium,Yes,Not Evaluated,No result,NotEvaluated,Naturalizaded & adventitia,"Arbolito,Árbol","Amazonia,Guayana y Serranía de La Macarena,Islas Caribeñas,Llanura del Caribe,Orinoquia,Pacífico,Sierra Nevada de Santa Marta,Valle del Cauca,Valle del Magdalena",0 - 900,"Amazonas,Antioquia,Bolívar,Caldas,Caquetá,Casanare,Guainía,Guaviare,Huila,Magdalena,Meta,Norte de Santander,Putumayo,San Andrés, Providencia y Santa Catalina,Santander,Tolima,Valle,Vaupés",Tropical South America,Nativa,Lista BGV,Fruits and nuts,Permanente,NA,NA,campo,1,NO,NA,NA,NA,NA,NA,1,NA,460,622,804,1115.5,3066.6,5852,3937.75,6391.75,6288.59,7164,7859,3960.108182,280,420,431,417,724,1391,940.5,1579.5,1539.5,1745,1745,1019.318182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.885055964,NA,8.00E-03,NA,NA,NA,NA,NA,NA,NA,NA,1,7859,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Attalea maripa,ICBF,NCB,Oleaginosas,Oilseed crops,NA,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,NA,Native,"Árbol,Palma solitaria","Amazonia,Guayana y Serranía de La Macarena,Orinoquia",40 - 600,NA,Tropical South America,Nativa,Lista BGV,Oilseed crops,Permanente,NA,NA,NA,2,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Prunus persica,EVA's (MADR) List,NCB,Frutales,Fruits and nuts,NA,Distant,20,MinorConcern,35,57.21,Medium,57.5,Medium,60,Media,57.21,Medium,No,57.5,Medium,No,29.12,Low,Yes,Not Evaluated,Least concern,NA,Cultivated,"Arbusto,Árbol","Andes,Valle del Cauca",1500 - 2680,"Antioquia,Boyacá,Cundinamarca,Putumayo,Valle",West Asia,Introducida,ICBF,Fruits and nuts,Permanente,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,DURAZNO,15591.9,17278,20027.8,18475.5,19848.5,25082.6,25584,29117.8,29333.8,27291,28252.1,23262.09091,1181,1261,1469.35,1452.57,1489.52,1687.6,1804.4,1995.15,2163.85,2057.2,2178.1,1703.612727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.65456511,43926736,7.10E-02,25.14,117153298.6,4659.66,10576.33,37584145044,39870137157,3553.61,3769.75,0.7274,38803.28,1.10E-03,0,5.40E-03,0.73,35.74444448,536.1666672,NA,10.05312501,NA,NA,NA,NA,NA,NA,5.849090915,1.404803495,3.753792302,321.7000003,3217.000003,402.1250004,NA,NA,NA,NA,NA,NA,1.70E-02,T2,NA,NA,4.84E-02,T2,5.18E-02,T2
18,Ananas comosus,BGV List,BGVCOL,Frutales,Fruits and nuts,Piña,Local,70,MinorConcern,35,75.8,High,72.53,High,10,No,75.8,High,No,72.53,High,No,100,High,Yes,Not Evaluated,Least concern,MinorConcern,Cultivated,Hierba,"Amazonia,Andes,Guayana y Serranía de La Macarena,Islas Caribeñas,Llanura del Caribe,Orinoquia,Pacífico,Sierra Nevada de Santa Marta,Valle del Cauca,Valle del Magdalena",0 - 2000,"Amazonas,Antioquia,Arauca,Atlántico,Bolívar,Boyacá,Caldas,Caquetá,Casanare,Cauca,Cesar,Chocó,Córdoba,Cundinamarca,Guainía,La Guajira,Guaviare,Huila,Magdalena,Meta,Nariño,Norte de Santander,Putumayo,Quindío,Risaralda,San Andrés, Providencia y Santa Catalina,Santander,Sucre,Tolima,Valle,Vaupés,Vichada",Tropical South America,Nativa,Lista BGV,Fruits and nuts,Permanente,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,PIÑA,433686,391763,327054,444686,509419,487425,640413,652759,776893,755471,898980,574413.5455,10877.9,10377.8,7993.15,11315.9,12995,12868,14430.8,15121.3,19299.1,18340,21940.3,14141.75,121.2,126.614,77.6365,137.336,192.104,179.215,370.205,423.111,598.207,131.16,235.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.61827889,45870222,0.194,15702.82,27070540470,1723.93,1182.84,4553449488,5038382250,3849.6,4259.57,0.9987,884460.02,2.73E-02,2.30E-03,7.00E-04,1.02,7.058124946,225.8599983,37.64333305,12.54777768,NA,NA,564.6499957,1129.299991,9.410833261,0.710251567,2.352708315,0.556305414,1.305549123,188.2166652,1129.299991,282.3249978,66.42941126,115,18.4,0.575,0.23,55.2,3.07E-02,T1,5.75E-02,T1,4.42E-02,T1,4.60E-02,T1
19,Bromelia pinguin,ICBF,NCB,Plantas aromaticas condimentarias y medicinales,Other crops,NA,Close,45,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,Least concern,NA,Native,Hierba,"Islas Caribeñas,Llanura del Caribe,Orinoquia,Sierra Nevada de Santa Marta",0 - 1900,"Atlántico,Bolívar,Casanare,Cesar,La Guajira,Magdalena,San Andrés, Providencia y Santa Catalina",Central America y Mexico,Nativa,Lista BGV,Other crops,Transitorio,NA,NA,NA,2,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Cucumis sativus,EVA's (MADR) List,NCB,Hortalizas,Vegetables and melons,NA,Distant,20,NotEvaluated,0,50.53,Medium,57.5,Medium,60,Media,50.53,Medium,No,57.5,Medium,No,29.12,Low,Yes,Not Evaluated,No result,NA,Cultivated,Trepadora,"Andes,Llanura del Caribe",30 - 2120,"Antioquia,Cundinamarca",Southeast Asia,Introducida,Lista BGV,Vegetables and melons,Transitorio,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,PEPINO,14132.6,17336.1,16339.2,15488.3,13942.8,17072.2,20832.6,22062.6,23874.8,24630.2,30378.8,19644.56364,303.45,481.2,432.7,433.2,411.05,578.03,635.35,706.3,651.6,659.039,949.659,567.4161818,4.53505,7.1902,8.12236,13.8722,15.9152,16.7558,16.8604,17.238,14.9272,14.5646,12.9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.27,45145894,7.00E-02,54.8,131423395.2,2398.18,823.11,3256015237,3508539768,3955.75,4262.54,0.9736,31147.11,2.80E-03,0,5.00E-04,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30E-03,T2,NA,NA,5.88E-02,T2,7.10E-03,T2
21,Annona cherimola,BGV List,BGVCOL,Frutales,Fruits and nuts,Anonas,Local,70,MinorConcern,35,30.8,Low,37.5,Low,90,Alta,30.8,Low,No,37.5,Low,No,29.12,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native,Árbol,"Andes,Islas Caribeñas,Valle del Magdalena",300 - 2500,"Antioquia,Caldas,Cauca,Cundinamarca,Quindío,San Andrés, Providencia y Santa Catalina,Valle",Tropical South America,Nativa,Lista BGV,Fruits and nuts,Permanente,NA,NA,NA,1,NO,NA,NA,NA,NA,NA,NA,CHIRIMOYA,548.5,805,937.25,1132,1221.91,720.5,651.37,831.5,723.25,745,1149.15,860.4936364,140.5,173,180,226.5,200.197,143,163.9,190.5,178.5,191.5,191.5,179.9179091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.782701404,NA,8.00E-03,114.25,805925138.8,7053.75,151.26,44208423.96,51437643.86,292.27,340.06,0.8725,1186.16,0.1328,1.00E-04,0,0.97,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1.32E-02,T2,NA,NA,NA,NA,8.19E-02,T2
22,Coriandrum sativum,EVA's (MADR) List,NCB,Hortalizas,Vegetables and melons,NA,Distant,20,MinorConcern,35,50,Medium,37.5,Low,60,Media,50,Medium,No,37.5,Low,No,29.12,Low,Yes,Not Evaluated,Least concern,NA,Cultivated,Hierba,"Amazonia,Andes",100 - 2850,"Amazonas,Antioquia,Cundinamarca,Quindío,Valle",South and East Mediterranean,Introducida,Lista BGV,Vegetables and melons,Transitorio,NA,NA,NA,2,NO,NA,NA,NA,NA,NA,NA,CILANTRO,10727.1,13470.9,14845.9,12013.1,15720.5,15799.4,16636,17673.4,19415.2,22247.3,28031.5,16961.84545,889.2,1060.66,976.79,1207.53,1660.43,1344.15,1383.7,1256.03,1264.28,1458.81,2021.91,1320.317273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.84679509,39640713,7.80E-02,0.81,10032001.3,12310.71,38.83,601136428.6,633073713.8,15481.68,16304.19,0.9986,28069.51,0,0,1.00E-04,1,1.186788453,41.69797269,NA,2.285666651,NA,NA,NA,NA,NA,NA,5.933942267,1.408972593,3.717650577,73.46785664,771.4124948,140.2568172,NA,NA,NA,NA,NA,NA,0.195,T2,NA,NA,0.2562,T2,1.95E-02,T2
23,Maranta arundinacea,ICBF,NCB,Tuberculos,Root/tuber crops with high starch or inulin conten,NA,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Least concern,No result,NA,Native & cultivated,Hierba,"Amazonia,Guayana y Serranía de La Macarena,Llanura del Caribe,Orinoquia,Sierra Nevada de Santa Marta,Valle del Magdalena",0 - 800,"Amazonas,Antioquia,Bolívar,Casanare,Cesar,Huila,Magdalena,Putumayo,Sucre,Vaupés",Tropical South America,Nativa,Lista BGV,Root/tuber crops with high starch or inulin conten,Anual,NA,NA,NA,2,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Annona glabra,BGV List,BGVCOL,Frutales,Fruits and nuts,Anonas,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,50,Medium,GP,57.5,Medium,GP,29.12,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native,Árbol,"Llanura del Caribe,Orinoquia,Pacífico",0 - 300,"Antioquia,Atlántico,Cauca,Cesar,Chocó,Córdoba,La Guajira,Magdalena,Meta",North America,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,9150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Hevea brasiliensis,EVA's (MADR) List,NCB,Otros permanentes,Other crops,NA,Local,70,MinorConcern,35,30,Low,8,Undetermined,90,Alta,30,Low,No,8,Undetermined,No,15,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,NA,NA,NA,NA,NA,NA,Tropical South America,Nativa,Lista BGV,Other crops,Permanente,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3726.58,3429.195,4722.1,6172.25,9649.336667,9647,11507.648,16520.60733,20129.77,22856.68,24715.17,12097.84,2598.3,2930.996625,4055.9,5122.8,7500.836667,6618.9,8931.58,12926.84,15572.8,18432.4,20374.3,9551.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.266,NA,0.112,NA,NA,NA,NA,NA,NA,NA,NA,1,24715.17,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Xanthosoma sagittifolium,EVA's (MADR) List,NCB,Tuberculos,Root/tuber crops with high starch or inulin conten,NA,Local,70,NotEvaluated,0,33.28,Low,8,Undetermined,90,Alta,33.28,Low,No,8,Undetermined,No,63.43,Medium,Misidentified material,NA,No result,NA,NA,NA,NA,NA,NA,Tropical South America,Nativa,Listado EVA's (MADR),Root/tuber crops with high starch or inulin conten,Anual,NA,NA,NA,2,NO,NA,NA,NA,NA,NA,NA,CHONQUE,275,NA,NA,NA,NA,6,6,6,6,30,30,51.28571429,25,NA,NA,NA,NA,2,2,2,2,2,2,5.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.702702703,NA,1.00E-03,NA,NA,NA,NA,NA,NA,NA,NA,1,30,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Colocasia esculenta,ICBF,NCB,Tuberculos,Root/tuber crops with high starch or inulin conten,NA,Distant,20,MinorConcern,35,34.33,Low,50,Medium,60,Media,34.33,Low,No,50,Medium,No,24.9,Low,Yes,Not Evaluated,Least concern,NA,Cultivated,Hierba,"Amazonia,Andes,Llanura del Caribe,Orinoquia,Pacífico,Valle del Cauca,Valle del Magdalena",5 --2200,"Amazonas,Antioquia,Boyacá,Caquetá,Chocó,Magdalena,Putumayo,Valle",Southeast Asia,Introducida,Lista BGV,Root/tuber crops with high starch or inulin conten,Anual,NA,NA,NA,2,NO,NA,NA,NA,NA,NA,3,MALANGA,31171.2,28414.8,30266.9,25040.6,34712.7,29537.1,30136,29217.6,28825.4,37395.9,51929.5,32422.5,3327.5,2841.39,3103,2659.5,3832,3790.21,3908.4,3804.2,3463.8,4423.2,5891.5,3731.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.689260934,NA,5.50E-02,80.06,222987910.9,2785.43,NA,NA,NA,NA,NA,1,51849.45,2.50E-03,0,0,1,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,5.49E-02,T2,NA,NA,0.2352,T2,0.1049,T2
29,Pyrus communis,EVA's (MADR) List,NCB,Frutales,Fruits and nuts,NA,Distant,20,MinorConcern,35,32.58,Low,50,Medium,10,No,32.58,Low,No,50,Medium,No,22.37,Low,Yes,Not Evaluated,Least concern,NA,Cultivated,"Arbusto,Árbol",Andes,2000 - 2800,"Antioquia,Boyacá,Cundinamarca",Southeast Europe,Introducida,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,NA,2,NO,NA,NA,NA,NA,NA,1,PERA,13765,15063,15258,17799,15998.4,15806.8,22953.5,19645.7,19755.2,19212.5,19611.8,17715.35455,1123,1230,1251,1374,1287.47,1255.5,1714,1489.9,1497.4,1387.5,1416.5,1366.024545,16.2198,11.9618,12.5488,17.0416,16.2205,16.7287,35.6589,32.7349,27.303,25.5724,21.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96854775,25275700,4.00E-03,NA,NA,NA,26581.07,78386627587,87102768091,2948.96,3276.87,0.4246,46192.87,0,0,1.18E-02,0.42,24.36250042,487.2500084,194.9000034,21.65555593,NA,NA,1949.000034,1949.000034,38.98000067,1.838679277,4.429545531,1.059239149,2.258400966,649.6666779,974.5000168,649.6666779,44.29545531,133,10.64,0.532,0.133,58.52,1.77E-02,T1,3.33E-02,T1,4.09E-02,T1,4.88E-02,T1
30,Annona muricata,BGV List,BGVCOL,Frutales,Fruits and nuts,Anonas,Local,70,MinorConcern,35,50,Medium,57.5,Medium,30,Baja,50,Medium,No,57.5,Medium,No,69.12,Medium,Yes,Not Evaluated,Least concern,MinorConcern,Native,Árbol,"Amazonia,Andes,Llanura del Caribe,Orinoquia,Pacífico",100 - 2000,"Amazonas,Antioquia,Boyacá,Casanare,Cauca,Chocó,Córdoba,Cundinamarca,Huila,Magdalena,Meta,Putumayo,Quindío,Risaralda,Santander,Sucre,Tolima,Valle,Vaupés",Tropical South America,Nativa,Lista BGV,Fruits and nuts,Permanente,NA,62,NA,1,NO,NA,NA,NA,NA,NA,NA,GUANABANA,21741.3,22602.4,19332.3,19707.3,23450.3,24477.3,28130.7,32163.4,39218.3,42979.8,49602.3,29400.49091,2243.91,2453.25,2217.24,2132.06,2254.3,2428.02,2898.5,3321.7,4022,4277.61,4765.41,3001.272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.796007754,24664682,0.123,237.13,2098992076,8851.75,NA,NA,NA,NA,NA,1,49365.17,8.10E-03,2.00E-04,0,1,22.88936345,1258.91499,27.97588866,20.98191649,NA,NA,NA,2517.829979,50.35659959,4.417245578,16.7855332,4.12759013,2.633713367,1258.91499,1258.91499,1258.91499,314.7287474,100,11,0.2,15.7,15,1.83E-02,T1,NA,NA,1.54E-02,T1,1.25E-02,T1
31,Manihot esculenta,ICBF,NCB,Tuberculos,Root/tuber crops with high starch or inulin conten,NA,Local,70,NotEvaluated,0,70,High,56.13,Medium,10,No,70,High,No,56.13,Medium,No,67.3,Medium,Yes,Not Evaluated,No result,NA,Native,Arbusto,"Amazonia,Andes,Guayana y Serranía de La Macarena,Llanura del Caribe,Orinoquia,Pacífico,Sierra Nevada de Santa Marta,Valle del Cauca,Valle del Magdalena",50 - 1550,"Amazonas,Antioquia,Arauca,Caldas,Caquetá,Casanare,Chocó,Cundinamarca,Guainía,Magdalena,Meta,Quindío,Santander,Tolima,Valle,Vaupés,Vichada",Tropical South America,Nativa,Lista BGV,Root/tuber crops with high starch or inulin conten,Anual,NA,NA,NA,2,NA,NA,NA,NA,NA,x,1,YUCA,2000000,2000000,2000000,1800000,1900000,2000000,2300000,1900000,1800000,2100000,2600000,2040000,188337,183030,180560,167878,174769,182182,210597,183340,172978,194545,244172,189308,381.416,371.364,595.272,502.45,464.148,778.489,450.715,595.092,655.766,572.722,536.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75688104,11800299,0.743,364.17,1536115666,4218.09,NA,NA,NA,NA,NA,1,2599635.83,2.00E-04,1.00E-04,0,1,6.85625029,219.4000093,0.761805588,2.437777881,NA,NA,182.8333411,1097.000046,6.85625029,0.379584791,0.31164774,7.44E-02,9.141667053,548.5000232,1097.000046,1097.000046,NA,83.2,13.312,0.416,0.4992,292.864,2.22E-02,T1,0.1248,T1,3.20E-02,T1,0.2441,T1
32,Prunus domestica,EVA's (MADR) List,NCB,Frutales,Fruits and nuts,NA,Distant,20,NotEvaluated,0,55.07,Medium,54.65,Medium,60,Media,55.07,Medium,No,54.65,Medium,No,25.89,Low,Yes,Not Evaluated,No result,NA,Cultivated,"Arbusto,Árbol",Andes,2500 - 2900,"Antioquia,Boyacá,Cauca,Cundinamarca,Nariño,Quindío,Valle",West Asia,Introducida,ICBF,Fruits and nuts,Permanente,NA,NA,NA,2,SI,NA,NA,NA,NA,NA,1,CIRUELA,16045.4,13075.8,11210,13177.5,12097.6,11074.5,12581.3,15121.1,15167.2,16628.4,17189.5,13942.57273,1728.5,1451.65,1383.65,1454.2,1546.91,1203.65,1242.25,1404.2,1364,1332.3,1360.8,1406.555455,8.15667,6.04866,6.09998,8.6216,8.83453,7.91263,8.63741,13.027,7.92996,6.8011,8.20695,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.912565255,20816387,2.70E-02,20.2,175331680.8,8680.6,3987.64,22580292197,23589186347,5662.58,5915.58,0.8115,21156.94,1.40E-03,0,3.20E-03,0.81,9.999999983,349.9999994,17.49999997,NA,NA,NA,NA,NA,NA,7.03E-02,2.234042549,0.532994923,2.634880799,190.9090906,116.6666665,262.4999996,NA,NA,NA,NA,NA,NA,3.96E-02,T2,NA,NA,4.84E-02,T2,8.85E-02,T2
33,Annona purpurea,BGV List,BGVCOL,Frutales,Fruits and nuts,Anonas,Close,45,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,50,Medium,GP,57.5,Medium,GP,29.12,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native,Árbol,"Llanura del Caribe,Pacífico,Valle del Cauca",300 - 800,"Antioquia,Bolívar,Cesar,Chocó,Córdoba,La Guajira,Sucre",Central America y Mexico,Nativa,Lista BGV,Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,9150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
